Fecha,Concepto,Energia_Dia_kWh,Inc_Dia_Porc,Energia_Mes_kWh,Inc_Mes_Porc,Energia_Año_kWh,Inc_Año_Porc,Ultimos_365_Dias_kWh
2026/04/01,Exportación a Colombia,"104,519.628",-19.835,"104,519.628",0.000,"8,216,302.444",1.288,"123,236,627.691"
2026/04/01,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"502,202.936"
2026/04/01,Total Exportación,"104,519.628",-19.835,"104,519.628",-97.103,"8,216,302.444",1.288,"123,738,830.627"
2026/04/01,Demanda Distribución,"98,202,757.815",0.962,"98,202,757.815",0.000,"8,125,641,341.327",1.223,"31,354,938,063.271"
2026/04/01,Total Pérdidas Transporte,"-1,600,948.993",74.436,"-1,600,948.993",-98.688,"6,905,892.130",-18.820,"1,106,195,825.849"
2026/04/02,Generación Hidráulica,"82,709,132.953",-0.472,"165,810,568.656",99.528,"7,095,833,665.495",1.179,"29,374,838,022.830"
2026/04/02,Generación Vapor Bunker,"6,359,604.373",4.529,"12,443,645.062",104.529,"576,109,629.504",1.116,"1,573,643,312.376"
2026/04/02,Generación Turbinas a Gas,"2,138,323.817",-2.183,"4,324,370.283",97.817,"146,178,711.817",1.485,"472,502,998.996"
2026/04/02,Generación Turbinas a Diesel,"5,271,490.279",1.466,"10,466,811.624",101.466,"286,424,317.857",1.875,"666,947,687.021"
2026/04/02,Generación Motores Bunker,"9,744,292.353",-2.617,"19,750,443.190",97.383,"659,305,476.279",1.500,"1,737,980,543.553"
2026/04/02,Generación de Otros Tipos,"219,757.542",-20.945,"497,739.769",79.055,"30,250,677.780",0.732,"403,724,745.005"
2026/04/02,Total Generación,"106,442,601.317",-0.382,"213,293,578.584",99.618,"8,794,102,478.732",1.225,"34,229,637,309.781"
2026/04/02,Importación de Colombia,"207,718.534",48.919,"347,202.781",148.919,"132,903,408.551",0.157,"494,313,199.610"
2026/04/02,Importación de Perú,0.000,0.000,0.000,0.000,72.633,0.000,72.649
2026/04/02,Total Importación,"207,718.534",48.919,"347,202.781",148.919,"132,903,481.184",0.157,"494,313,272.259"
2026/04/02,Exportación a Colombia,"75,545.790",-27.721,"180,065.418",72.279,"8,291,848.234",0.919,"122,860,220.859"
2026/04/02,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"502,202.936"
2026/04/02,Total Exportación,"75,545.790",-27.721,"180,065.418",72.279,"8,291,848.234",0.919,"123,362,423.795"
2026/04/02,Demanda Distribución,"97,528,093.905",-0.687,"195,730,851.720",99.313,"8,223,169,435.232",1.200,"31,361,367,788.218"
2026/04/02,Total Pérdidas Transporte,"-917,369.739",-42.698,"-2,518,318.732",57.302,"5,988,522.391",-13.284,"1,097,515,081.469"
2026/04/03,Generación Hidráulica,"71,072,817.070",-14.069,"236,883,385.726",42.864,"7,166,906,482.565",1.002,"29,356,498,587.955"
2026/04/03,Generación Vapor Bunker,"6,447,061.853",1.375,"18,890,706.915",51.810,"582,556,691.357",1.119,"1,575,130,291.802"
2026/04/03,Generación Turbinas a Gas,"2,107,116.276",-1.459,"6,431,486.559",48.727,"148,285,828.093",1.441,"473,028,114.597"
2026/04/03,Generación Turbinas a Diesel,"4,655,906.417",-11.678,"15,122,718.041",44.483,"291,080,224.274",1.626,"668,211,645.361"
2026/04/03,Generación Motores Bunker,"9,566,169.008",-1.828,"29,316,612.198",48.435,"668,871,645.287",1.451,"1,744,094,004.716"
2026/04/03,Generación de Otros Tipos,"647,945.277",194.846,"1,145,685.046",130.178,"30,898,623.057",2.142,"404,156,694.540"
2026/04/03,Total Generación,"94,497,015.901",-11.223,"307,790,594.485",44.304,"8,888,599,494.633",1.075,"34,221,119,338.971"
2026/04/03,Importación de Colombia,"254,735.269",22.635,"601,938.050",73.368,"133,158,143.820",0.192,"494,414,512.588"
2026/04/03,Importación de Perú,0.000,0.000,0.000,0.000,72.633,0.000,72.649
2026/04/03,Total Importación,"254,735.269",22.635,"601,938.050",73.368,"133,158,216.453",0.192,"494,414,585.237"
2026/04/03,Exportación a Colombia,"90,472.331",19.758,"270,537.749",50.244,"8,382,320.565",1.091,"122,811,864.165"
2026/04/03,Exportación a Perú,0.000,0.000,0.000,0.000,0.000,0.000,"502,202.936"
2026/04/03,Total Exportación,"90,472.331",19.758,"270,537.749",50.244,"8,382,320.565",1.091,"123,314,067.101"
2026/04/03,Demanda Distribución,"86,471,985.776",-11.336,"282,202,837.496",44.179,"8,309,641,421.008",1.052,"31,357,058,993.550"
2026/04/03,Total Pérdidas Transporte,"-2,024,821.222",120.720,"-4,543,139.954",80.404,"3,963,701.169",-33.812,"1,086,910,164.301"
2026/04/04,Generación Hidráulica,"71,489,618.562",0.586,"308,373,004.288",30.179,"7,238,396,101.127",0.997,"29,336,053,272.748"
2026/04/04,Generación Vapor Bunker,"5,380,338.234",-16.546,"24,271,045.149",28.481,"587,937,029.591",0.924,"1,575,588,384.840"
2026/04/04,Generación Turbinas a Gas,"2,083,069.132",-1.141,"8,514,555.691",32.389,"150,368,897.225",1.405,"473,519,243.763"
2026/04/04,Generación Turbinas a Diesel,"4,659,138.600",0.069,"19,781,856.641",30.809,"295,739,362.874",1.601,"669,623,779.265"
2026/04/04,Generación Motores Bunker,"9,597,636.188",0.329,"38,914,248.386",32.738,"678,469,281.475",1.435,"1,750,450,571.186"
